image_id,caption
2350887.jpg,a boat is docked in the water near a city 
2407308.jpg,a man jumping a skateboard in the air 
2398819.jpg,a kitchen with a stove and a counter top 
2371263.jpg,a piece of meat with carrots and onions on a white plate 
2347296.jpg,a double decker bus is parked on the side of the road 
2358956.jpg,a little girl is eating a carrot on a table 
2368296.jpg,a cat laying on a desk next to a computer monitor 
2406345.jpg,a baby holding a cell phone in its mouth 
2347782.jpg,a woman in a hat sitting on a bed 
2375847.jpg,a teddy bear sitting on a table with a cup of coffee 
2323235.jpg,a woman sitting on a bus holding a cell phone 
2352189.jpg,a sandwich with french fries and a pickle 
2318067.jpg,a bathroom with a toilet and a sink 
2337267.jpg,a large jetliner sitting on top of an airport tarmac 
2399862.jpg,a man riding a skateboard down a street 
2393334.jpg,elephants are walking down a river 
2408901.jpg,a double decker bus is stopped at a bus stop 
2346938.jpg,a street sign with a street name on it 
2361272.jpg,a tennis player is about to hit the ball 
2334281.jpg,a woman sitting on a bench with a man sitting on a bench 
2386817.jpg,a stop sign with a street sign on top 
2397841.jpg,a statue of a statue of a man with a green umbrella 
2400683.jpg,a woman is walking past a group of people on a street 
2395864.jpg,a yellow fire hydrant sitting on the side of a road 
2350140.jpg,a man is standing by a group of sheep 
2317435.jpg,a traffic light with a sign on it 
2360205.jpg,giraffes are standing in a field 
2331326.jpg,a plate of food with vegetables and fruit 
2404782.jpg,a man wearing a suit and tie 
2346654.jpg,a street light with a sky background 
2407980.jpg,a car mirror reflecting a bus on a street 
2343417.jpg,people walking in front of a building 
2350141.jpg,a train is parked on the side of the street 
2367576.jpg,a flock of seagulls are standing on a pier 
2385489.jpg,a cat laying on the floor next to a pair of shoes 
2354443.jpg,a person flying a kite on a beach 
2411525.jpg,a man wearing a hat and glasses is sitting at a table 
2395991.jpg,a bus driving down a street next to a forest 
2328159.jpg,a large jetliner sitting on top of an airport tarmac 
2375743.jpg,a man sitting at a table with a laptop 
2388797.jpg,a person riding a surfboard on top of a wave 
2341594.jpg,a cow laying on the side of a road 
2349059.jpg,a bathroom with a shower stall and a toilet 
2341044.jpg,a man riding a horse down a street next to a bunch of cars 
2400959.jpg,a man is playing a game of basketball 
2373193.jpg,a woman is holding a paper in front of a magazine 
2355385.jpg,a man is playing tennis on a court 
2388651.jpg,two cell phones are shown on a table 
2359576.jpg,a woman riding a skateboard down a sidewalk 
2401174.jpg,a large stuffed bear is next to a large group of people 
2414490.jpg,two men in ski gear are standing in the snow 
2417015.jpg,two birds sitting on a wooden post 
2361421.jpg,a orange is sitting in a bowl on a table 
2355232.jpg,a tree with a bunch of yellow and orange leaves 
2332793.jpg,two horses are laying on the beach 
2391706.jpg,a baseball player swinging a bat at a ball 
2340349.jpg,two giraffes standing next to each other in a field 
2393677.jpg,a man and a woman are looking at a cell phone 
2339852.jpg,"a sandwich with tomatoes, lettuce, tomatoes, and cheese "
2395206.jpg,a person eating a slice of pizza 
2341731.jpg,a man in a purple shirt holding an umbrella 
2392569.jpg,people walking down a street 
2388531.jpg,a street sign on a pole in a park 
2404988.jpg,a man is holding a glass of wine 
2344885.jpg,a plate of pizza with a slice missing 
2353321.jpg,a bathroom with a toilet and a bathtub 
2347354.jpg,a bowl of soup and a spoon on a table 
2326966.jpg,"a kitchen with a stove, refrigerator, sink and a microwave "
2324817.jpg,a street sign on a pole in front of a building 
2324624.jpg,two zebras standing in a dirt field 
2332046.jpg,a baby elephant is walking through the dirt 
2394859.jpg,a sandwich on a plate with a side of tomatoes 
2376604.jpg,a brown bear walking through a grassy field 
2361378.jpg,a surfboard is on the beach by the water 
2393850.jpg,a man standing in front of a food truck 
2369042.jpg,a piece of cake with a fork on a plate 
2380192.jpg,a city street with cars and buses on it 
2364566.jpg,a man and woman sitting at a table in a room 
2332734.jpg,a church with a large clock tower 
2387831.jpg,a woman is playing tennis on a court 
2366365.jpg,a herd of zebra standing on top of a lush green field 
2410902.jpg,a train is going down the tracks in a city 
2336552.jpg,a herd of zebra standing next to each other 
2360072.jpg,a woman is laying on a bed with a red blanket 
2406806.jpg,a cat sitting on a sink in a bathroom 
2321748.jpg,a small airplane flying through a blue sky 
2348926.jpg,a crowd of people watching a horse race 
2379523.jpg,a zebra standing in a field of tall grass 
2373768.jpg,a plate of food with a fork and knife 
2364214.jpg,a train on a track near a platform 
2391935.jpg,a person walking a horse through a field 
2410094.jpg,a suitcase and a backpack are on the floor 
2377526.jpg,a cow standing in a field next to a tree 
2361344.jpg,two women eating hot dogs in a restaurant 
2373998.jpg,a cat sitting on a couch in a living room 
2399399.jpg,a zebra and a baby zebra standing in a field 
2380810.jpg,a man riding a bike down a street next to a building 
2322269.jpg,a man on a skateboard doing a trick 
2335715.jpg,two sheep standing in a field with a fence 
2389834.jpg,a man and a woman are looking at a cow 
2387819.jpg,a man and a child ride an elephant down a street 
2371631.jpg,a clock tower with a large clock on top 
2378173.jpg,a white toilet sitting next to a white trash can 
2393878.jpg,a man riding a skateboard next to a man on a skateboard 
2406184.jpg,"a bathroom with a toilet, sink, and shower "
2371625.jpg,a woman standing in front of a store with a sign 
2366359.jpg,a small airplane sitting on top of a grass field 
2417089.jpg,a plane flying over a body of water 
2357184.jpg,two elephants walking through a grassy area 
2365888.jpg,a man on horseback with a dog 
2414580.jpg,a bed with a white comforter and pillows 
2412697.jpg,a city street with a lot of traffic 
2362881.jpg,a bed with a blue blanket and a blue comforter 
2338225.jpg,a bed in a room with a wall 
2350012.jpg,a woman standing next to a giant teddy bear 
2394736.jpg,a man riding a wave on top of a surfboard 
2382154.jpg,a man riding a wave on top of a surfboard 
2388479.jpg,an airplane flying over a city with a sky background 
2397559.jpg,a green double decker bus parked in front of a building 
2405512.jpg,a bar with a lot of bottles of wine 
2352163.jpg,a woman sitting at a table with a plate of food 
2320293.jpg,a little girl is eating a bowl of broccoli 
2358328.jpg,a man riding a wave on top of a surfboard 
2321199.jpg,a pizza on a plate on a table 
2404618.jpg,a white swan swimming in a body of water 
2396653.jpg,a man riding a skateboard down a ramp 
2389773.jpg,a dog wearing a tie sitting on a bed 
2352611.jpg,a clock on a building with a building 
2342402.jpg,a man is playing tennis on a court 
2391882.jpg,a woman holding a child with a suitcase 
2368599.jpg,a living room with a fire place and a couch 
2378952.jpg,a man standing next to an elephant with a rope around its neck 
2391672.jpg,a baseball player pitching a ball on a field 
2388323.jpg,a polar bear swimming in the water 
2406999.jpg,a dog wearing a helmet and a helmet on a motorcycle 
2367682.jpg,"a room with a table, chairs, and a sign "
2410123.jpg,a pizza sitting on top of a pan on a table 
2377491.jpg,a woman holding a cell phone to her ear 
2406741.jpg,a cat standing on top of a refrigerator door 
2371786.jpg,a man on a surfboard in the ocean 
2351456.jpg,a blender filled with lots of liquid and a mixture of ingredients 
2402241.jpg,a giraffe standing in a grassy field 
2389997.jpg,a plate of food with a sandwich and salad 
2342358.jpg,a woman in a black dress is cutting a hair 
2355624.jpg,a banana sitting on top of a coffee cup 
2412046.jpg,a woman flying a kite in the sky 
2395366.jpg,an elephant standing on a wooden bench 
2341651.jpg,a little boy eating a hot dog 
2400442.jpg,a large building with a clock on the front 
2316709.jpg,a boat is going over a bridge in the water 
2410137.jpg,a brown bear walking through a grassy field 
2411229.jpg,a sign on a stone wall 
2345351.jpg,a harbor filled with boats and a large building 
2414351.jpg,a man on a skateboard doing a trick 
2315566.jpg,a television is on in a living room 
2322321.jpg,a street sign with a street name on it 
2349580.jpg,an elephant with a long tusk walking through a grassy field 
2378985.jpg,a street scene with people walking and shops 
2357966.jpg,a woman holding a cell phone next to a man 
2370301.jpg,a person skiing down a snow covered slope 
2384280.jpg,a car is parked in front of a store with a man on a bike 
2404817.jpg,a little girl holding a bowl of cereal in her hand 
2387945.jpg,a man is playing tennis on a court 
2332898.jpg,a man jumping in the air on a skateboard 
2396848.jpg,two giraffes standing in a building next to a wall 
2326635.jpg,a statue of a man in a bathing suit is on a street 
2410876.jpg,a table topped with plates of food and a cup of coffee 
2361218.jpg,a bed with a white bedspread and a blue and white bedspread 
2366577.jpg,a zebra standing on a dirt field 
2349594.jpg,a train on a track near a train station 
2406972.jpg,a young child eating a hot dog 
2335891.jpg,a bowl of oranges sitting on a table 
2333238.jpg,children are gathered around a birthday cake 
2318095.jpg,a man sitting on a bench under an umbrella 
2363427.jpg,"a living room with a couch, chair, lamp and a lamp post "
2414386.jpg,a red and white fire hydrant on a lake 
2373634.jpg,a little girl is playing with a yellow frisbee 
2345386.jpg,a woman sitting on a couch with a dog 
2323765.jpg,a display of a variety of items on a shelf 
2373152.jpg,a woman is playing tennis on a court 
2379319.jpg,a young girl and a young boy playing baseball 
2410692.jpg,a woman sitting on a beach with a basket of fruit 
2400481.jpg,a row of urinals in a public restroom 
2321166.jpg,a woman sitting on a couch next to a man 
2371751.jpg,a laptop computer sitting on top of a wooden desk 
2320278.jpg,two statues of women with flowers on a table 
2375537.jpg,a man walking across a snow covered slope with a snowboard 
2398859.jpg,a table topped with lots of different types of vegetables 
2396874.jpg,a man sitting on a snowboard in the snow 
2389954.jpg,a computer monitor sitting on top of a desk 
2375251.jpg,a man riding a wave on top of a surfboard 
2376758.jpg,a large metal clock with a lot of buttons 
2369678.jpg,a kite flying in the air over a building 
2319610.jpg,a woman sitting on a bench with a bunch of green plants 
2411765.jpg,a black and white photo of a person sitting on a window sill 
2389565.jpg,a woman sitting in front of a table with a cake 
2354076.jpg,a man in a suit and tie standing in the street 
2405076.jpg,a man riding a skateboard down a street 
2346472.jpg,a train on a track near a platform 
2411003.jpg,a toilet with a wooden seat and a wooden stool 
2326386.jpg,a person riding a board on top of a body of water 
2316245.jpg,a cat laying on a blanket on a bed 
2368943.jpg,a baseball player is swinging a bat at a ball 
2409658.jpg,a man holding a tennis racquet on a tennis court 
2326392.jpg,a boat sitting on the side of a road 
2408546.jpg,a zebra standing on a road next to a bush 
2336181.jpg,a man is playing a game of frisbee 
2384733.jpg,a woman in a white shirt and black shorts playing tennis 
2396337.jpg,a young boy holding a frisbee in a park 
2415271.jpg,a man and a woman walking on the beach with surfboards 
2334796.jpg,a plate of pancakes with syrup on a table 
2350562.jpg,a woman laying on a bed with a towel around her neck 
61529.jpg,a teddy bear is sitting on a railing 
2389559.jpg,two elephants standing next to each other 
2387574.jpg,a train on a track with a fence 
2411981.jpg,a man on a red and white motorcycle 
2400654.jpg,a street sign with a traffic light on it 
2406225.jpg,a snowboarder is jumping over a snow covered slope 
2370842.jpg,a man throwing a baseball at a baseball game 
2371584.jpg,a zebra standing next to a fence in a zoo 
2395616.jpg,a baby holding a cell phone in her hand 
